PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Label
-1493.2233,384.8634,1779.26,-960.5373,-1635.3434,493.95648,-1429.9252,4.735645,1
-35.716587,-322.21368,-3389.3108,-1586.7799,-484.3318,-232.83762,-2396.8325,-69.55651,1
1423.4268,2465.6128,2703.444,698.32556,2052.764,782.9371,-514.74347,-1096.0077,1
-977.00037,-1478.3036,-334.51367,-1196.2992,172.81769,1806.1615,989.76355,295.10178,1
-3943.9458,-1805.5371,-333.959,-436.50482,322.2638,-1763.4015,284.46826,-408.68842,1
2112.73,-989.9454,-1992.7723,-1427.8458,743.0198,-30.9289,-2577.956,347.82858,1
-331.66248,3115.664,1303.1285,191.77594,887.3332,1144.8223,852.25433,-193.23866,1
-401.37482,2779.0312,1933.3802,490.16028,541.21515,869.5305,393.62357,-151.08331,1
573.6903,-125.086235,337.7835,-1069.8655,231.52399,-1556.8378,145.60246,-317.2682,1
-2995.8215,643.7436,958.94226,1993.2092,1372.478,-1987.267,-747.28253,370.76865,1
-1107.4381,1549.1534,692.09674,-1053.53,-977.90704,1137.8563,-142.2815,-879.4419,1
14.458134,528.8945,86.1358,-828.61456,293.8806,-1876.199,681.0543,-549.1608,1
-1885.684,1365.7687,-1003.7571,-1133.7611,-790.86505,157.40495,-941.7809,246.91412,1
-515.04736,1991.2471,289.4852,-371.2638,373.73447,-1632.2932,1454.0022,-730.8731,1
-2901.077,194.71385,783.66034,-1825.5522,-690.9885,-42.89653,-1725.3619,-55.102142,1
-1511.7524,903.67834,-498.2879,109.62109,-1381.7585,-558.98444,-1018.4163,1110.636,1
-1125.457,487.0118,-1435.8802,-1841.6089,-631.3023,-921.3679,525.2369,802.7561,1
1667.4976,1731.6761,-2840.6543,-1429.1238,953.6377,-1674.4198,-1089.2678,403.67523,1
1030.4866,2105.0417,-2138.3552,-870.59534,522.4297,-1882.7898,-14.721368,922.2491,1
596.0984,-614.5238,470.44604,-1293.4224,600.6879,-1242.8011,202.5409,-322.64157,1
-476.35403,2583.6484,-149.47914,-613.63464,284.00223,-1279.1997,1473.0343,24.684172,1
-711.3242,179.93466,-836.59375,-786.69763,514.33484,-1257.6628,-741.16895,861.5221,1
2910.9368,383.21732,-1217.2256,1296.5707,-1995.0123,-517.4666,2012.5502,1449.3036,1
-1089.6693,2060.1643,1363.5808,-583.54486,734.5408,891.6063,-1.6070184,-1149.9905,1
1432.8116,2153.7224,841.1552,630.57166,2174.023,1822.9309,-1103.8444,-851.5411,1
-2696.5908,-1661.268,-337.9106,2149.8352,481.96173,-670.6257,-133.15923,-129.07155,1
3078.2988,-1713.8395,1172.354,2008.0006,1322.4037,2334.1475,-340.93527,347.53287,1
-870.6829,736.9016,1218.646,-2628.1638,777.7086,-588.00757,-1125.5812,449.00064,1
-218.2748,1738.9707,768.48016,-23.867386,525.06696,767.22015,-308.00192,-1154.5471,1
-640.19696,1150.7944,-1301.6371,-881.8735,-1007.8803,-525.0314,-866.8721,400.35495,1
1446.9418,-1026.2424,-1563.1936,-2351.818,1367.5198,806.6421,1300.8994,-285.64978,1
-2669.0571,-1111.6282,-1245.5652,1136.3135,-111.11527,-1245.8446,969.9168,89.28311,1
-811.5752,-2331.155,-366.36325,-1828.699,432.12125,932.3296,50.375652,339.60614,1
-1168.2616,-1343.7499,273.49988,2715.4675,1299.8035,-1039.5416,-910.37006,753.56573,1
1250.4368,2236.7568,-15.0275135,1220.5709,-1498.6111,488.33713,2883.2039,539.892,1
273.7853,126.1218,-2183.568,1149.4618,-462.03036,-1259.6317,487.1432,548.91223,1
-3157.093,1498.7957,877.8698,-1063.7207,1412.9185,-902.4811,-297.48108,770.8901,1
-748.09814,1278.4033,800.744,-1050.3761,-1103.7087,917.8198,-105.85459,-321.05954,1
2397.4385,2304.67,2793.7375,1923.5667,1917.4067,1103.9001,-558.35516,-539.92303,1
780.9915,-254.42339,-683.3429,43.30681,-83.72235,748.8121,1882.6981,-829.3414,1
-534.72217,2306.0999,-118.76644,-1359.4116,29.958445,79.97139,-750.0285,-291.95633,1
1088.5874,2914.9768,-1418.8145,-2311.8638,1191.636,-663.6886,1053.055,91.5892,1
-1696.3469,2548.3535,1081.8145,-447.93045,2359.9126,-123.77739,261.02588,167.81848,1
-2667.6565,2150.2725,1033.2366,-1660.403,1040.9397,-803.57135,0.023746924,87.05613,1
-1509.0631,1934.8403,-636.2001,-763.9146,1206.0918,-1914.451,1148.4667,939.3042,1
-850.58765,800.9709,1170.5072,1414.9675,662.079,-1019.59033,-531.4001,780.4715,1
-500.14792,-1042.1411,-2229.7783,87.79365,430.58902,-104.03049,1261.2416,-509.64496,1
-1671.9691,1961.1791,1149.7638,-227.6463,1647.5997,-615.98486,-112.52417,252.8065,1
137.74583,-2780.1443,1766.086,-96.42939,524.2474,60.692482,1946.5305,337.31528,1
-1123.045,-828.5419,460.216,3390.0823,933.46967,-654.68005,-383.90237,804.0878,1
3283.828,-747.40967,-1442.8057,1302.9987,-1436.9797,1100.1646,233.60945,440.14148,1
-236.83754,-1300.7262,1088.2288,514.2195,-1186.8684,372.96765,-1152.093,-180.94937,1
-2578.3723,-188.753,667.37915,2134.1323,-802.316,-1698.7623,-221.77007,-6.646338,1
286.5288,404.32974,-2154.995,1026.5822,-384.56204,-1369.6017,567.6571,621.28253,1
4110.69,2339.5515,-2767.0566,2026.3884,-1748.7145,243.78012,-270.8929,-203.35509,1
-2909.6726,-418.85178,883.69366,937.3397,-327.06284,-1558.8148,-2194.0378,1528.7106,1
-202.86705,-2205.348,-2132.3228,488.76547,1243.016,-912.72253,-1310.7921,1562.2599,1
975.51605,-3112.929,-770.54205,-2087.927,1210.5532,938.98425,111.43008,-0.06111789,1
-1573.1084,607.27936,959.43115,2293.7334,693.47504,-1495.7465,-884.1664,42.20171,1
3795.421,2372.6497,-2984.159,3160.6848,-1017.8242,-351.59344,-636.4106,-1300.2604,1
2807.147,714.8374,-2284.7449,2611.6013,-1986.2755,1319.8994,-1359.4052,1517.8892,1
-2119.7603,-2690.6665,-1190.8674,1917.7592,743.77625,-593.0668,-1137.7516,459.76724,1
-1021.32574,-810.86993,863.39215,2180.8423,1401.6277,-55.78864,256.81705,-83.71284,1
587.109,-2930.3384,-1265.7444,727.7152,-463.4475,-688.1029,-2168.806,1932.2745,1
1779.0293,128.47826,2445.5842,610.4503,2986.2832,1165.3829,-1071.279,119.24205,1
217.26196,-2752.0645,1862.6189,-35.41236,349.48996,40.981308,1817.6332,427.90143,1
247.75726,1372.9907,479.06744,1103.7396,1486.7234,1644.7834,127.20135,-318.2182,1
896.1014,-695.5844,-3503.0176,961.0906,-392.4825,-1363.9312,-2114.1309,84.63672,1
-805.41003,-3569.8955,-951.52563,-82.49055,930.9038,1453.8302,-977.1846,969.6188,1
-938.2451,-154.38239,529.6389,-1004.2068,-858.19855,-15.482735,234.08226,-29.266228,1
-1224.3306,-671.2905,905.6849,2282.0125,1328.8676,-109.14062,388.75626,-116.88597,1
-2486.9373,-2498.4753,92.87503,745.7747,1405.6794,-53.99663,-863.3389,1203.6677,1
2958.551,2841.3364,-1144.0105,-263.62787,729.2861,14.248307,949.4053,-511.53662,1
3566.098,3230.8323,-2689.657,2142.1548,-1021.42993,322.34634,-641.75433,-920.57825,1
766.087,1273.1161,655.97766,1798.9451,477.91956,1279.6378,83.27519,1030.2109,1
1798.7781,2759.8096,-2366.3196,-2208.3726,1213.6694,-829.24146,-347.11084,-447.53088,1
-278.82373,758.9455,3090.9812,-989.2257,2181.565,-866.375,-2403.1228,-355.974,1
1620.2767,-1182.6477,461.40665,-784.289,1072.7935,-1141.7063,-3125.0227,389.08063,1
1082.1436,1155.0828,2426.3757,1588.6051,-70.061226,383.84085,253.48463,-1496.788,1
-2599.6562,-2598.0369,-1212.3707,1141.6359,987.5755,-658.85,-903.5244,1269.2065,1
-1839.8157,789.0049,815.0102,653.80115,1202.1006,-1096.7611,-143.71996,798.57043,1
-1194.0984,623.49274,-1627.9956,-1934.7147,-522.3098,-922.0772,241.9118,908.38574,1
-537.2698,872.43396,-196.66255,2711.021,-155.66055,-1180.6627,-841.15063,152.69153,1
-1602.3617,-2322.9463,-2358.9607,238.9976,570.87585,-1119.8442,-1163.0897,629.9256,1
1887.1755,2609.2324,-1401.255,350.92593,575.40607,603.4285,190.71678,411.28406,1
-1583.3629,575.76294,-126.10899,919.89355,-1663.5643,-241.51225,282.96927,-38.232693,1
2156.6848,2650.3928,2964.0068,1606.5781,2348.4492,994.76666,-506.34235,-977.867,1
1756.2832,155.58504,-1287.4951,-2652.9128,1314.9058,-235.34322,322.1411,-407.53482,1
1416.1653,2425.0503,2580.0706,626.0765,2105.645,758.4912,-758.9326,-1210.3589,1
1844.1631,2204.216,-3025.4233,2592.64,-1795.3859,-839.0523,766.16235,1242.4368,1
-2008.4631,-1311.7639,-2218.5923,-1107.199,-173.30846,1082.1648,-499.48605,-391.35464,1
-2687.171,154.47781,790.18427,1416.0465,-579.1984,-861.425,-608.5055,331.86655,1
-792.6836,-423.61398,-669.37164,3093.641,1.0374879,-1078.2009,-103.838326,891.43976,1
-1266.7046,-320.1347,-719.2548,-73.633026,1078.5846,-658.3541,-212.32443,492.47705,1
336.9,1528.411,317.95096,-313.23648,-864.70013,1780.9656,-667.86914,-52.171307,1
-764.33765,-902.6249,692.094,2133.3982,1448.708,146.57431,272.8776,301.26196,1
-2458.3906,442.52136,410.37027,580.93353,-870.27405,-2185.3164,13.929998,506.58554,1
297.05817,2585.6257,-311.50208,2034.5461,-324.8768,888.26117,264.44156,2289.0867,1
-637.37463,1243.8978,118.10053,2998.2246,339.02484,-1353.1357,-411.78473,39.729687,1
-1313.6876,531.45966,-100.27859,2424.3997,-235.32953,-1023.7908,-330.91678,144.85638,1
847.717,1638.6918,313.1626,1163.751,260.05573,1125.7279,-579.7297,-297.9034,1
-2573.1309,1355.631,166.22617,1688.5598,76.02479,-1885.0656,1149.6414,-554.4266,1
-720.6464,1285.1287,-773.5254,-1441.064,-153.87737,229.7903,590.2333,-206.2164,1
3251.0107,3016.0022,-1255.8328,192.9605,599.21173,-122.44692,1187.7244,-347.41354,1
-1019.70496,-2128.488,-2789.5466,-552.48364,-141.11913,-1259.9023,-1572.0594,1107.6904,1
3755.241,2859.7632,-2163.7207,759.3648,727.7089,-834.39557,-237.69368,-1587.3845,1
686.04584,1617.3877,655.88654,-241.17978,411.66656,790.8413,335.26956,-833.2892,1
23.647087,2608.527,-1138.4971,-2523.643,658.3756,-591.09796,1126.3594,601.51355,1
-630.04474,-790.8967,-3327.7888,-1345.5521,-253.3026,-114.41921,-2261.76,-570.11316,1
-2244.3113,332.93762,247.86188,2736.119,682.67535,-1959.5608,-757.375,498.18115,1
3446.2705,-859.71545,-1951.965,909.124,-450.24597,897.91656,-138.63411,-504.01938,1
-1369.7185,969.6383,2436.7966,-783.09125,1430.3119,53.835255,-2055.3274,1087.5155,1
-513.9178,-2688.2957,-633.495,431.18826,867.33435,85.60251,1986.5992,-343.3959,1
206.02579,-1205.7932,-149.97447,485.95078,-890.87933,708.27655,-984.4566,156.22748,1
1327.0176,1118.1486,1874.3671,2340.1118,1016.9827,-378.97946,-2055.9653,558.27765,1
-1255.9204,-14.311709,1279.365,2470.0933,790.9837,-1393.608,-386.53152,1274.4557,1
3032.9202,138.78802,-945.661,1205.0138,-1753.8467,-532.5726,1880.951,1220.0233,1
-2047.5645,-1924.7888,-184.9699,1482.0298,585.2696,-886.65314,-968.50995,127.5518,1
-1548.802,-1459.8125,-1876.8514,1070.8453,636.9756,120.191284,-247.29976,248.74304,1
-549.2725,-3813.999,-1669.3104,1529.9297,981.9402,-199.19164,-128.35678,384.15198,1
2642.5623,-387.00162,-285.58215,638.66504,12.2751045,-25.252651,2620.341,-31.974915,1
2325.1265,2658.4458,-649.6275,-1468.659,1093.4486,308.3609,985.51855,-335.74274,1
-547.4937,1692.7394,-1312.5374,-1516.518,474.17725,169.27345,142.87639,368.25726,1
718.50354,1924.4321,-2485.8174,1150.6917,-1598.3903,-747.7981,2085.697,1716.2212,1
-594.64404,636.5031,994.5738,1871.208,339.96674,-1208.4901,-647.10944,293.38193,1
939.0845,1925.585,1989.7202,220.14969,2012.8646,313.82895,-1154.107,213.32397,1
-451.81232,-2019.7848,-1493.7323,-161.40274,1449.7401,625.0126,-846.89935,960.9951,1
393.44226,2579.741,-230.78049,2051.5735,-277.81006,828.8639,334.7904,2366.9744,1
-2477.9414,-923.9908,2405.1516,1735.2999,-292.11487,-2291.1125,-1315.8197,628.4252,1
-613.1295,1620.1116,552.8311,-540.7044,429.04953,-1839.2242,1104.086,-1229.3009,1
3605.1309,3390.7551,-2363.4092,580.2807,29.735792,-50.14977,-960.55676,-1300.8251,1
-3033.869,-1567.1394,1016.3222,2469.5757,651.6165,-884.28284,-149.24016,11.6589,1
2180.127,-1033.721,89.347946,2792.3186,-835.23,2272.8608,1191.3372,1721.5828,1
-1588.4922,-2862.8494,-1893.8977,1237.1097,1165.0205,-237.07852,588.8741,-125.19772,1
-2036.3212,367.36035,-815.56506,-161.39825,-804.7,-1026.5902,-252.03563,89.88446,1
-1148.1666,-17.54145,2618.4126,-1271.0509,2232.0176,-1454.762,-2727.3672,308.40793,1
3244.8362,1689.6917,-2666.142,-1853.2823,830.647,-921.4919,-1374.4222,-1288.0397,1
-517.187,28.951881,46.076683,1167.9689,-1094.3406,-687.8581,58.579697,-81.35493,1
8.785957,1097.3918,-1668.7228,-929.3409,472.35287,-1668.2745,624.6941,1080.2491,1
1280.9574,2149.4563,78.23937,1140.0009,-1428.8127,551.1595,2660.2014,408.6556,1
870.9979,2286.3386,-2528.6821,820.9756,-1448.638,-1037.6736,1533.1782,1535.735,1
-2060.0422,-1966.8494,-1998.147,1048.0846,496.43607,-914.875,-20.28711,526.919,1
-1800.1962,402.08817,-710.19617,484.7915,-1170.0037,-435.99957,-1439.8271,200.60301,1
-889.82336,35.544876,22.335264,2680.7341,-111.8956,-502.59586,321.21014,4.3657875,1
-406.33145,2604.4658,2005.443,601.71027,922.25104,853.4564,597.1089,-192.37593,1
-3047.0332,1518.0779,752.2257,-1099.0582,1222.3864,-873.05817,-305.75476,634.0708,1
-435.14725,-1893.4116,-1276.5399,-185.86047,1559.132,801.7416,-676.2389,1003.92523,1
1085.9991,2855.9238,-331.69333,-966.41376,510.99237,33.465366,1475.0286,-374.25888,1
-801.42896,81.693504,-1502.884,-1138.1687,25.562674,1281.8497,803.7243,-350.772,1
-18.26128,-45.640938,5.215987,485.84686,55.884647,1007.2407,1978.1284,-1323.8353,1
342.3825,-648.8465,-1703.0575,-943.8624,796.68274,2052.0054,943.0581,-156.13982,1
-1184.7855,1281.4159,654.371,-877.2123,-615.34515,-631.3343,1264.4587,423.5295,1
-7.337509,1492.614,2061.0176,1857.7908,-701.49115,613.7142,-665.9881,1644.1112,1
-867.9038,-556.2509,-1405.5957,-1536.0056,562.5465,-33.645126,1357.8329,247.85861,1
-2237.3628,568.4322,960.8503,-859.4014,-1038.058,-133.02577,1094.5991,-277.66663,1
2691.9116,3756.5037,-3095.8733,2595.7312,-2201.3037,-349.08408,-817.0337,692.8847,1
-1689.9664,-904.7583,2176.6848,-831.97455,1512.6558,-2923.9844,-2508.6665,409.34204,1
-1777.4967,-2017.4596,-2432.1675,-761.283,-291.5731,-739.8086,-1266.1616,-1243.3949,1
-591.03613,1439.2292,147.54102,-1260.3201,-1141.3412,748.3567,12.253806,-229.2144,1
1769.3923,2887.2754,232.2089,1703.5519,-243.13235,1543.8829,-278.17886,-137.17389,1
-2146.9712,-1513.0912,85.778465,1488.997,307.94238,-1111.1708,-838.60394,173.00795,1
-1567.738,-167.34784,-1663.7037,-2725.4448,-782.1879,-926.4356,-614.4269,1061.6403,1
-1045.2488,478.17377,-394.84677,2722.1646,-424.22482,-1286.7361,-474.05847,398.36447,1
-1496.7645,624.10565,924.384,2114.6008,537.0312,-1234.9729,-869.4202,140.722,1
408.08902,1456.3745,91.67781,-159.64714,-795.0025,1617.8685,-749.74805,-78.289795,1
3187.3877,-1763.3169,-509.508,2434.4521,-906.87897,1911.9738,1302.7604,-64.90703,1
-915.6418,-1389.3914,239.50893,2115.4504,384.1199,338.0293,226.61508,-578.50635,1
852.30304,-1335.1678,-613.8819,522.1715,-883.4228,422.44516,-446.7153,687.65265,1
-1929.7538,-306.878,-1501.0337,291.3291,-1106.9526,-2387.0984,175.7479,561.9178,1
1250.266,3434.96,-2024.8877,-796.50806,666.8316,-1409.8439,-554.75476,-628.5541,1
-605.5286,1644.0383,600.0857,-588.3236,383.6632,-1944.2168,1133.4164,-1223.2784,1
776.1327,-790.6367,-2665.3628,-3080.5105,657.2877,-568.6352,-836.4263,318.3661,1
-390.27475,2495.28,1262.9832,-656.9334,1280.111,685.03503,972.25336,420.01407,1
-1487.2898,664.93616,1382.3083,2208.3677,772.86896,-1625.5922,-615.2225,720.0493,1
1043.2781,3271.8396,-135.85034,-1423.9176,290.25818,420.9888,2337.1858,775.3945,1
2856.376,-820.5427,2312.5007,1469.817,1272.0178,2212.9067,-1775.1111,418.94418,1
-446.58426,-1284.7605,-892.33124,3086.4038,669.28046,-570.6943,-192.30757,660.2199,1
1557.4319,2094.371,2182.5393,451.9275,2489.1296,283.3347,-1039.4247,-1065.446,1
58.991226,2610.1567,-1076.2922,-2583.6628,669.41547,-586.63776,1218.5225,613.94867,1
-1631.9744,828.8589,668.46014,-1578.4261,-1165.8171,1155.4343,381.91913,-826.3103,1
914.5167,2525.2593,3701.3083,-301.85632,3188.034,268.06232,-478.88922,-947.62134,1
-2601.8254,1648.2112,-292.69165,-1505.6715,-1303.963,-226.57164,236.44753,695.1041,1
-1087.0623,433.95926,1495.786,1669.8468,610.36,-976.53973,-325.5622,353.7672,1
39.38406,2530.1,1428.9474,403.2999,1018.6042,763.4332,426.06403,-776.63135,1
628.8633,1793.4545,-3693.3044,1540.03,-1628.7894,85.572464,-962.0158,592.20105,1
-2204.2803,-483.2387,939.145,-1909.9968,47.04614,173.55733,465.94632,-456.1528,1
-1907.6836,-3919.5505,27.882338,141.6553,1113.9479,-395.5989,828.03955,1115.4899,1
-850.58875,542.644,-1340.0626,-1153.7133,-79.19419,648.0659,722.7339,-307.42584,1
-2085.1821,-1139.6462,-1814.6724,920.6423,-399.66885,-1021.13983,415.29953,143.43759,1
-2089.21,-1994.3898,921.35516,2165.4043,39.05871,164.96811,-728.50867,216.89375,1
1032.88,2307.806,4448.3047,539.0823,1693.2545,556.3165,-1938.0736,-285.33215,1
-516.6709,-2326.0334,-1370.376,2040.962,992.4296,402.04944,853.5208,64.32931,1
241.3335,525.722,-2266.6814,-2891.406,595.5977,-1176.9222,-847.1439,679.2128,1
1084.4723,2104.7817,2608.5796,104.3276,2708.3958,227.55927,-767.08545,-1150.5247,1
-428.17123,518.18994,-2413.785,-241.91351,330.1575,-1833.9657,572.3376,-55.98556,1
2629.6123,-906.2063,-339.07974,2965.198,-2125.1584,1286.4084,1894.6099,2270.5623,1
-1068.7583,2342.3623,1169.8662,-222.92006,946.6439,865.84143,-288.09943,-836.97174,1
-898.5061,-3092.2856,-350.25415,989.38434,-121.39495,-222.62619,-1358.6683,1223.3362,1
-513.8343,1932.3362,-1630.0215,-2103.1672,1135.5824,-1654.7948,230.03993,556.2058,1
-1102.2012,1007.7602,1336.8937,1389.3893,431.7239,-1032.0348,132.77956,492.6651,1
655.6857,1514.4203,-3121.021,237.37059,217.65187,-2357.6826,-1842.4758,-320.48492,1
-2104.3096,-1581.5582,350.40158,-934.51276,202.50574,1866.0518,1740.1836,-449.9888,1
-1830.9684,335.15076,607.7566,1290.7291,-1139.1534,-251.41237,-445.36896,175.07762,1
3102.7366,966.54865,-2656.132,-1897.447,1230.7833,-592.58856,-704.10675,-739.6457,1
-2965.9487,-410.89697,1260.9651,336.27597,-157.45193,-1508.4059,-2444.7588,944.4593,1
618.3957,1828.5706,1755.9807,-906.488,1690.6136,1440.0558,864.9905,496.193,1
2288.8289,-1412.9819,974.12415,-849.90234,1152.3109,917.9427,1329.3726,785.34326,1
1265.374,-196.08711,2963.386,1157.6692,1944.85,2131.4106,-846.92896,-781.89307,1
2515.075,258.4749,-2169.7366,1612.753,-2184.1082,-63.8561,1776.9496,1653.7107,1
-1433.7488,1348.2579,-613.5227,-1184.573,-899.6917,-635.136,-449.4398,651.2231,1
289.18127,3225.9565,289.265,635.1764,-601.50977,837.7304,1127.1294,590.5613,1
-268.26505,-1719.38,-2382.6775,-14.088222,1187.3638,-1104.3978,-1163.3219,-61.87232,1
-746.3035,2030.4828,-1707.4875,-3372.6755,704.4809,-401.0944,117.58553,847.0519,1
20.735985,2123.5066,1438.6588,-664.01337,1432.4182,724.8988,978.36096,575.5824,1
-302.15228,2581.7231,1249.7905,304.4779,857.75543,952.75134,287.5685,-659.7935,1
-2540.306,534.42474,281.3456,1234.3087,-1342.3276,-1522.9818,-956.4999,382.23407,1
-1941.1764,-893.50696,-392.0193,1570.3738,-867.1168,-2268.9907,-682.3183,17.195835,1
1329.7332,2629.1199,2897.8083,640.1019,2077.8125,881.4243,-223.9051,-990.8929,1
-1120.3599,1174.4576,-942.2439,-772.3106,-1030.7499,-645.57806,-821.58655,859.6968,1
2071.4243,1424.257,-3440.2283,-1654.7638,-95.5919,-806.6374,-2188.374,-506.10434,1
4758.838,78.648285,-2567.2253,-710.17505,122.639656,-212.14754,-488.88116,-1767.3342,1
1165.515,1386.8002,-2696.0671,1498.0082,-1854.7028,-457.02197,1854.5527,1606.139,1
-2091.919,-1190.0057,809.2794,2147.26,-31.593397,-287.313,-722.749,153.09445,1
-1809.963,-1848.6722,-1961.7747,-646.83966,-269.75418,-1057.4847,-700.5773,-229.70007,1
-2872.682,-1167.5258,963.9118,1176.8749,-491.52646,-1752.0507,-1254.0414,400.36667,1
-956.14026,314.76184,1142.8157,-467.96118,-1944.038,167.45326,-1793.2495,159.12679,1
141.94035,559.64966,187.74529,-686.33075,190.20769,-1719.2822,668.0101,-578.22046,1
3177.6516,-1636.6075,-1457.1039,-1364.8922,1334.2605,111.985,-1089.2056,-732.4552,1
-1588.9641,-50.14055,-335.747,84.75799,-1664.4749,-358.18698,-683.8027,-216.61578,1
-794.58325,-3953.5688,284.19333,-540.2793,62.41243,-101.38145,-508.08295,1982.5432,1
-1058.9318,1227.0018,-2958.558,915.69354,79.331604,-3089.275,-389.6116,-225.05104,1
-1003.97437,889.7623,1337.0715,1570.6145,491.20465,-986.5363,39.57737,464.2403,1
-149.44798,3557.574,1081.1759,153.97815,393.74887,702.5881,1471.667,427.6789,1
-808.8102,-1640.8645,-3297.8254,-1201.0963,-600.29736,-1735.2802,-2289.7217,652.07324,1
-1264.1005,-972.4011,-131.33371,-957.4826,54.027126,1322.7036,1766.3763,513.9053,1
-961.149,926.12787,-1627.5881,-2743.274,-69.336784,-540.39795,88.72176,826.3055,1
-299.41797,-1414.5875,-1518.6327,-2911.8645,1787.5182,1877.4197,-339.94345,-164.56055,1
2443.7476,-624.2811,-985.02875,871.35846,-1877.7042,-563.8503,1905.532,2049.6238,1
3273.8118,1841.3436,-3543.1873,-436.8804,-337.7436,-934.14594,-2550.2573,-832.57947,1
-127.13862,-1814.572,-877.1067,-793.5079,102.88486,1563.433,566.34644,657.4883,1
773.56683,2344.8928,3528.2134,-325.28214,3168.7815,176.02872,-410.37155,-1165.099,1
1040.2893,2319.901,3205.1873,-38.350494,3015.0344,232.94417,-656.8922,-1076.128,1
1176.9854,2044.2067,-3255.9968,2344.9375,-1727.5841,-858.42053,507.6134,1054.2244,1
-2323.3857,-140.20819,920.9427,-2049.9717,4.8457365,30.950743,200.40877,-309.36072,1
-224.97678,1993.0994,-325.87466,-1715.1677,-231.80678,1072.2635,129.3691,-742.80646,1
-1296.427,1368.5323,-330.70544,1802.674,-61.268063,-1200.6395,-89.058334,812.6922,1
703.7769,-632.5038,-2659.0366,-1810.9683,547.16504,-1837.0636,-2242.4133,-406.2188,1
-604.81665,-1067.1874,1325.1788,-260.90222,2373.537,-2137.3484,-2733.5103,1071.0693,1
1236.2833,584.42957,-250.10876,1576.852,1228.2993,2414.8628,-48.49381,628.5303,1
-2240.7874,1344.9565,1960.1218,-240.33293,-895.87164,1070.9341,-292.0286,-821.9689,1
