PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Label
-2257.1934,-1868.467,999.1914,-101.98055,-546.53375,709.33514,-783.7221,129.24823,2
2559.0718,472.78406,7.944831,3208.4226,289.91373,2273.0474,-603.1047,1917.411,2
-2220.4028,99.724915,-839.0444,113.28879,-1401.0692,-912.9171,-2034.2361,743.65283,2
887.6098,2569.5405,1689.9636,971.15076,453.0739,835.29816,-199.44464,-55.452023,2
1039.5046,912.4633,-2420.8567,2080.303,-1995.5725,-812.0165,1833.5837,1933.07,2
-1511.854,-1397.1885,-2856.3284,-353.88516,276.31168,-646.2281,1028.9333,370.24503,2
-426.31497,-1156.4413,2069.6978,409.46704,1360.7117,309.43597,-2230.9202,1559.6328,2
3862.1052,-343.06476,-235.95374,1733.746,-2110.6755,-853.0617,149.3144,293.085,2
1390.8973,1706.5923,2499.9954,1360.4058,2261.6382,227.28712,-1587.0765,279.72974,2
-163.9416,-1020.07635,125.23199,-1450.6735,583.6286,-466.85364,1020.1802,24.070505,2
-1420.5695,-494.50854,-876.8987,106.694855,-22.347437,-1116.7051,1011.2475,427.21887,2
5588.7334,-1547.3007,1340.698,-308.96136,-4.992656,-620.3263,-1545.3207,-2023.1239,2
-1441.8298,-140.80826,671.10754,-728.76746,84.33366,-1559.9725,1220.4515,-781.82556,2
-1644.1243,-1037.4939,-1365.3682,1228.3796,116.677025,335.01205,491.5739,95.532906,2
-2164.387,-43.86703,-1588.2224,-116.597984,-324.39172,-1107.0531,-607.28314,-656.2664,2
4371.584,-50.056217,1070.9883,845.05035,-1787.9427,-1390.2472,264.73624,-392.86594,2
2488.0063,1567.8055,-1797.076,431.744,-1465.77,23.752357,-77.65144,649.7462,2
2227.6184,293.53333,-1590.3931,3233.2683,-2245.0085,1146.3151,572.63916,2953.282,2
952.09875,2622.153,1842.8052,1028.3452,789.2266,1447.0634,-541.38513,-408.7121,2
-980.3432,1916.523,-1497.1453,-2819.464,873.10474,-643.4845,-102.064735,1273.2896,2
-932.94855,-906.1632,-2654.7273,1102.4717,-173.78073,-1287.742,592.0133,-536.44324,2
1399.1746,-457.541,-925.20557,-660.1666,1741.1566,1048.3472,-2656.426,485.2483,2
-164.31488,-1822.4242,-3445.3845,-742.2968,-245.53607,-1187.7017,-2989.4038,255.24147,2
2882.3608,-2861.43,2393.623,-1123.9602,114.32798,611.7275,1112.5325,174.26967,2
-1464.5797,-1211.4066,-2765.0125,0.45802087,100.54553,-839.4349,876.6339,-13.803493,2
-1115.4095,716.4924,334.23123,-214.44044,1643.6127,-1544.9729,-2479.4778,1185.8945,2
-2840.3906,950.2243,-677.0317,197.00026,-1073.157,-2239.0408,985.06537,-378.9507,2
3131.1672,-1402.4252,-1360.3713,290.32132,1764.4956,2573.8274,402.68344,-760.5088,2
-1682.3221,-3048.2476,-489.98618,267.61023,488.30814,-905.9487,1683.5963,665.30597,2
-533.6434,-2483.213,-3608.292,1573.8844,608.2254,375.65726,-306.7849,-1065.1151,2
319.34064,-232.54018,-614.57965,-1744.3695,734.5467,-627.87067,-687.3526,156.83795,2
-858.95844,-1181.896,-3474.6062,1034.2347,-263.94354,-409.0224,-319.74683,-549.0804,2
-414.81686,37.26314,1774.8796,244.90637,1715.969,144.76479,-1320.6996,752.58167,2
1022.00757,-410.42868,2874.4578,462.4153,1465.367,1837.8441,-1053.079,-108.07324,2
-334.79413,2587.671,582.3333,-1260.0692,2452.7812,121.98407,-910.6842,586.5754,2
394.5907,-900.6047,-3059.8767,-1753.4756,571.6366,862.2209,-784.8139,938.4798,2
-1165.1968,-905.9248,-2607.0334,916.1911,-341.26187,-955.8226,613.6241,-728.6208,2
1434.2079,-413.9091,2211.3452,563.04504,998.6186,1652.4187,-1325.0515,-170.27426,2
1263.0396,1159.9778,-2144.299,-1413.875,517.88165,-403.2393,442.65137,1306.388,2
799.7429,3885.5095,-1306.2668,-1040.1558,659.1021,-703.14,588.85345,-188.71149,2
-2128.3235,253.17636,-962.54474,299.18008,-918.97003,-783.5916,0.54231936,-1247.6469,2
-2039.5836,198.32852,-647.2653,-9.364474,-890.9564,-732.9452,142.13474,-699.6176,2
-109.607445,1668.4019,-955.83984,-1195.0497,1777.3746,-152.51695,429.66907,335.17664,2
176.31152,2464.9827,-238.69702,-1469.5071,-996.3642,-918.7697,-142.99826,444.6675,2
1495.1154,2094.224,2642.49,790.00995,2286.8577,318.14395,-1701.9435,-159.88826,2
-1371.8457,467.59433,2465.2585,1666.7649,1236.9792,-1311.3896,-1984.8083,1081.8352,2
-1674.3694,544.4002,-866.3168,784.9762,-126.42036,-583.2395,1735.6915,-674.0658,2
-1649.0161,-93.24088,-631.2716,2076.0007,-71.64607,-1959.751,-1425.2604,993.0989,2
2716.3867,1577.5914,-1792.5582,976.2058,-1123.9757,117.42752,399.86713,477.64087,2
5115.6025,-2332.462,1321.7059,-821.26276,121.81576,-61.98247,-1303.5657,-1500.4231,2
-383.19183,-2207.0532,-3610.2249,1526.3077,816.2722,-745.925,-447.549,-1315.4592,2
-282.9742,1382.5763,-1131.3627,-1104.4976,1458.4125,-34.97897,77.25928,295.44797,2
2809.7795,-2791.4998,2324.2458,-1019.2636,265.19193,668.4902,1125.534,98.42451,2
1080.4143,2264.5857,1831.842,1571.5145,849.0033,1172.8778,-392.37894,-337.65222,2
2423.6453,-444.08597,-517.52014,3537.6938,-989.99036,2479.6572,1035.6957,3275.6047,2
1299.064,-1716.5554,-2828.3838,-2083.8428,-900.5568,-1226.7567,-1397.567,841.5789,2
60.195774,288.62375,-1848.0264,-751.9723,253.53082,-691.92584,793.80743,843.0161,2
-473.10522,-1978.2819,-3343.3894,-267.14337,-173.00276,-1044.7068,-2923.2822,179.39111,2
-1677.5051,-3484.6472,-415.4826,1053.9917,257.03354,-1080.2345,1016.94855,150.65904,2
-1012.3203,-1702.8016,-1958.7349,1281.5681,933.1227,142.77762,547.8677,-1068.4792,2
-935.25836,-1536.2499,-1810.9009,1567.2996,1530.0454,277.7026,-344.57034,557.9008,2
-840.15967,-872.4384,-2678.2512,1089.8419,-147.75081,-1395.8438,395.87823,-316.75735,2
1049.4658,-1551.2512,-3196.437,-1774.204,-963.7545,-1305.61,-1482.1785,799.63245,2
325.07834,-298.8381,-689.288,-1727.2717,716.64667,-480.04556,-662.89374,135.83336,2
-596.5969,1080.7183,1673.1764,120.61564,1775.3538,-377.65878,-1503.1943,1079.0635,2
1316.488,-1299.9509,1287.3485,2159.3435,-1924.6667,1405.7412,2826.9414,2112.329,2
-1796.3282,-2396.1648,-1777.9819,35.603558,342.892,-511.27466,555.716,155.463,2
-850.24005,-1330.4934,-1734.3481,1574.5469,1720.1024,123.42231,-265.11896,792.0067,2
3581.6858,-1802.7234,1579.8854,-1532.9911,-171.11623,-1209.2163,1408.1342,495.99664,2
824.32996,4668.2754,-917.46075,-1088.0653,613.06433,-895.8458,935.2921,-480.17227,2
-163.21288,2619.2722,863.85956,-1257.3589,203.96185,1649.0135,1121.9467,-992.7946,2
2183.2168,2638.8223,-1141.4224,-837.0706,601.56885,596.7449,986.80286,181.0656,2
-1660.3796,-159.38258,-612.62024,2172.1343,-60.963387,-1914.4545,-1046.0912,962.8127,2
-2231.5618,-8.636846,-28.191605,-109.06169,-1566.1768,230.59337,-1968.2344,178.25002,2
1378.5302,-1536.0684,1174.1271,2374.1848,-1901.6493,1316.4193,2276.0032,2010.3403,2
-437.39166,1532.0396,-964.12024,-1254.2124,1702.7572,-219.27605,260.31442,357.14432,2
4542.347,-2913.3538,1941.9956,-1544.1726,521.2201,-104.860344,-956.5759,-1435.3641,2
1111.5671,2275.463,1536.2307,1293.4504,718.0208,1290.5231,-556.04047,-334.7022,2
3356.0854,-1687.3269,1276.511,1144.5773,-108.703316,1339.9888,-894.94946,342.4354,2
2866.5933,1324.3003,-2053.2083,1463.6053,-1183.1686,130.30663,162.65118,382.05386,2
-1097.4252,-876.12213,-1883.6827,-88.56372,129.76357,-327.29327,227.43695,128.61911,2
-2704.7185,1780.1237,-1220.5203,-1440.1691,85.07064,-1604.1967,807.4779,956.72626,2
3927.7366,-1199.6486,1694.0131,-1087.9568,-792.1968,-1419.5039,1007.14014,63.799637,2
-592.3717,-2825.7202,-3549.3186,1629.3057,851.6797,487.86725,-78.71033,-1108.6067,2
171.59099,-2253.7866,759.53687,-1333.2495,1689.3375,2453.8625,1938.3326,-554.3191,2
-2052.7715,273.89276,-1240.1472,-1075.3873,-814.30505,-569.4659,-1651.3132,985.83203,2
5577.634,-990.0833,825.1289,794.2965,-1293.151,-620.3296,-1621.5972,-1392.8616,2
1711.934,2689.5784,1160.5712,2063.5999,-556.27356,1394.194,-136.09279,316.0553,2
193.247,2361.1047,-1746.1458,-1224.8909,364.2397,-1369.4103,349.15268,513.2696,2
-985.23883,-2799.9812,-848.5428,1347.5721,1053.8564,227.66736,1472.6482,-519.6957,2
2478.886,752.30096,551.6346,3212.6624,629.47864,2320.1733,-448.90726,1931.6576,2
2298.474,-2987.772,1924.1561,-1250.293,662.2813,1323.0005,1505.3936,460.01608,2
1067.3801,1562.3226,2036.328,127.32793,2596.2292,1352.7578,-1172.037,-661.0941,2
2053.1887,1318.1329,2512.604,1951.1415,1538.0072,916.38416,-1630.8746,412.3891,2
-227.41406,-1890.1361,-3677.5015,1474.3375,553.4819,-825.1458,-643.4042,-1200.7771,2
5636.8096,-824.8407,809.21936,959.73804,-1514.2611,-693.9153,-1471.9911,-1331.4546,2
400.39444,552.06067,-1994.1873,-69.84734,-297.10147,-1129.2157,226.78613,170.02489,2
-1014.29694,1208.781,-1826.8972,-2329.3608,219.87747,-383.9069,-665.9783,672.4735,2
-1880.876,1025.4554,-572.9151,-869.25165,816.92377,-137.0322,78.03713,72.03879,2
2380.688,637.86835,2047.6477,3154.55,1964.2196,1686.9996,-959.857,1310.6267,2
-837.2083,-2963.459,566.8957,2530.343,1409.1597,1297.3109,570.625,1498.7284,2
2829.0056,-868.5617,2952.0615,2537.0051,712.8339,1755.86,-279.1699,666.3978,2
-1681.915,647.67615,-1560.676,-1741.6234,-491.70444,-592.78815,-1236.2975,1010.5946,2
858.6274,1949.0968,-141.69476,-1907.9558,320.1687,710.27246,894.2055,-631.1024,2
-2460.6277,-2373.5623,-1401.9192,1143.1428,185.82326,-931.917,461.6982,-475.26123,2
3317.6318,-1713.5105,1509.0824,-1630.3815,-187.1628,-1070.6731,1349.1917,465.99036,2
3171.2625,579.4101,-945.3914,-991.8967,253.13405,-250.24406,-858.15295,-556.66534,2
-1374.9894,1030.8268,-864.36237,-842.3878,1152.0013,-57.38353,-23.439716,179.40375,2
1390.3392,1630.9336,2315.8694,1486.9023,2205.5608,258.9072,-1771.0028,233.2668,2
1721.5795,2450.2124,-869.7232,-1173.9872,651.36487,886.47504,1045.7748,-177.28085,2
-1782.3073,-999.14984,-1003.5174,1411.5309,-211.09444,163.88876,1059.9475,173.75504,2
-1983.8373,-675.94354,-634.3521,1278.5427,-219.09534,-234.70526,1159.9409,268.67862,2
3933.3635,-1234.7152,1586.6536,-1321.3414,-565.16425,-1522.9843,1150.5461,190.33548,2
-1566.1276,-1833.0774,-971.694,2397.6643,1095.5255,-1107.6034,-564.11304,579.0792,2
-1329.0066,937.07434,-1793.9059,-2050.6519,-152.80882,-349.74796,-1167.45,799.18396,2
1864.506,-1601.7509,892.75806,2617.5002,-2064.4307,1648.5691,1641.9796,1849.1543,2
3951.4985,-3066.616,1618.6188,-1753.1179,903.8167,40.484814,-831.6575,-1031.1124,2
-997.9777,-3018.1787,-1505.7614,-715.5633,274.59344,-457.6302,499.25784,975.871,2
1221.3241,-917.42645,-3014.125,-1257.7026,74.513275,168.43932,-801.61194,625.6384,2
1086.0107,1955.4266,2993.3281,1127.961,2379.0527,295.89432,-1607.929,-190.42767,2
-1683.8116,-69.02712,-724.9456,1922.1948,-141.81557,-1979.3505,-1284.5311,789.0493,2
-278.28476,-2409.754,-143.89774,-1715.5068,769.627,1404.023,-548.6465,691.1678,2
1652.048,1332.0162,2027.7485,1752.0762,1691.9565,399.0955,-1692.036,990.15393,2
-486.55603,-1583.495,402.81287,-787.3966,529.88116,3062.7698,441.63852,484.8351,2
-946.617,571.32404,-138.75716,-1082.023,-474.11258,-912.97394,128.39958,-689.01117,2
1502.7667,-295.93286,-1005.6146,-629.72614,1765.7352,905.6062,-2644.708,344.49744,2
1962.055,1508.4932,2739.946,1569.1562,1672.9117,651.77057,-1519.7898,124.44259,2
2579.6418,-595.96106,2843.373,2493.91,1470.7091,1660.0776,-682.4401,229.70757,2
2698.0017,3224.764,-1192.889,-62.763294,315.63617,370.3208,1195.0183,259.94183,2
-1963.5919,-3.7056193,-326.82767,1576.961,-408.27246,-1719.1669,-1713.7281,671.7839,2
2644.822,-253.1383,387.547,3618.4011,-15.1873455,2223.4377,36.937954,2400.8267,2
-60.644566,-2207.6143,2134.3352,1581.3219,-951.0836,-222.88776,610.2471,-27.168655,2
-564.8154,-612.587,1360.5293,530.0253,1675.1643,250.30115,-1542.6927,674.2505,2
-168.92183,1929.169,-1812.0243,-2689.3633,798.93555,-724.2624,-142.22847,1278.3353,2
979.7942,253.69008,2869.3586,315.42813,816.4922,374.4516,-1402.0503,267.8657,2
-227.86249,-9.167035,484.4727,-1658.711,873.98096,873.7104,1996.5377,-1004.3438,2
730.87555,-380.2932,-2837.4927,-1281.3596,-19.013458,-128.42987,-703.4063,684.9291,2
-47.13643,2781.3147,513.12067,-1257.0759,2124.111,428.91687,-975.17346,51.139523,2
2396.8381,-1340.5659,1171.0581,2963.5269,-1799.5782,2115.8994,563.9302,1323.3273,2
-1865.1058,-2207.7139,697.35376,-529.5643,-205.19063,1062.6827,-665.7759,346.7442,2
1078.8905,3012.252,-1590.5002,-2202.5667,1042.2212,-1197.0867,561.5082,277.85666,2
1556.3406,-563.8941,2426.52,653.3566,1281.766,1891.6029,-1125.8167,-240.70883,2
1953.751,-986.35626,2014.7498,832.3288,699.884,1724.3491,-1398.2959,-129.56065,2
516.8366,3052.582,-1680.082,-1179.2559,437.3403,-1025.7632,89.32589,376.63016,2
1012.87305,2004.0437,-535.1199,-1716.5398,514.07715,581.84375,878.0361,-391.2426,2
-954.72626,808.8672,723.7188,194.36159,1508.9509,-122.912636,-2245.5618,1314.7015,2
1219.6764,2472.6284,1617.6617,1366.5372,454.1522,1589.1454,-708.0388,-186.96152,2
-433.9276,-2079.2378,1277.2626,2167.399,242.89276,890.2902,-280.6741,1063.3103,2
-1698.9384,-1327.6216,-960.89355,2536.2786,797.0191,-1485.7683,-555.37506,667.4592,2
1751.0433,2797.2258,967.70215,1983.5562,-1315.9135,1275.2489,-22.619799,84.061005,2
-1306.0244,-55.417637,38.9719,-825.96094,455.02808,-767.4414,-436.08182,-505.36603,2
979.4015,2959.2778,1899.8073,1131.0197,1253.4004,1831.7234,-19.195309,-279.85065,2
5523.941,-1183.1453,1043.2059,236.53714,-703.7433,-502.15552,-1605.8741,-1801.0172,2
1245.5813,1504.8131,-1376.9369,2017.0176,-3125.9053,95.07305,2076.7068,1880.5555,2
1331.5317,1189.6195,-2185.6448,-1361.7932,602.3358,-448.56232,508.5902,1168.2657,2
-1408.759,-1708.3081,-1264.9242,1445.5358,686.9972,926.9666,673.15625,519.0529,2
1096.6709,1846.61,2743.0896,1048.5682,2277.967,306.3884,-1615.4558,-324.65775,2
1093.8629,-25.597979,2694.363,327.32947,1042.2336,1264.5989,-1294.4506,-6.7777176,2
-62.609924,2324.9026,-1569.0984,-1333.762,87.93677,-1786.9998,790.56354,1089.676,2
-1223.8262,-1792.3826,-2105.8315,1025.8749,823.2082,-824.3084,-1451.4088,621.919,2
-1659.484,-88.070625,-680.3848,825.91846,-256.38406,-713.3664,-322.6223,-29.752754,2
-2252.6846,1497.7761,1766.9286,-400.97318,-699.6815,1445.5862,-497.93375,-696.13434,2
-2115.306,129.975,-696.99164,-299.39865,-1066.3518,-978.2378,607.2602,726.4315,2
-613.95856,2305.9211,-1258.6206,-1238.1855,138.50208,-1861.4556,1231.8859,1019.6389,2
-387.3592,2593.4175,921.5443,-1275.6674,246.15852,1656.6453,991.2758,-1063.05,2
1808.3229,-1613.4524,644.8286,-1500.1184,675.9403,-702.2691,1373.3313,527.8346,2
-1477.1075,-2547.6025,-410.23465,2018.9296,1820.181,1603.3029,1072.859,1003.99347,2
4221.4043,-455.5799,1490.8948,-312.10742,-1484.2341,-1592.9282,156.65393,-409.111,2
-1091.5588,-2669.3577,-131.20856,2339.2524,1857.2316,1502.3528,776.7383,1236.5541,2
2413.6533,-1473.5457,1669.1936,3015.313,-1472.8506,2259.6816,547.0135,1211.4719,2
-951.35156,-557.58246,469.16757,-543.74774,80.85738,-1219.9106,1077.0127,-579.2153,2
1427.3312,1686.5931,2427.9448,1266.2473,2242.3777,219.88243,-1610.9849,138.8306,2
589.0789,-1304.6898,1668.8629,1561.5259,-287.43823,-227.02533,-1254.9478,1261.121,2
2989.5894,-2687.8833,126.182785,-2085.7815,1440.1257,-20.285847,-868.7346,-570.3136,2
-2211.514,-2117.4114,911.8365,-292.1448,-800.20844,855.06116,-845.62415,52.957172,2
-1893.2554,766.0078,-1875.7349,-1412.6573,-39.488777,-836.50665,-806.7603,450.4475,2
-657.78406,198.82834,-2595.127,-235.70636,-154.71803,-1673.6558,-524.2985,932.3045,2
-749.67285,-1913.4441,-3020.712,415.38422,238.50105,-935.36945,-2277.533,188.66809,2
-657.40375,-2660.3901,1018.3278,2336.8062,909.0331,1288.5415,280.3432,1370.0464,2
1058.097,-759.1292,-921.37006,-864.05817,1438.9767,913.6674,-2385.991,868.4626,2
-921.6761,-977.37354,-2669.4414,1027.7686,-213.28926,-1137.3912,333.90488,-456.31024,2
2083.722,2959.863,186.03242,247.73328,192.46413,1360.7257,-1299.9679,-1144.3807,2
-2368.9504,724.11914,-72.88755,-430.98477,-280.17166,-926.49524,-293.8119,149.74817,2
-26.871983,-1236.4814,159.87381,-755.4993,1289.9034,3310.9128,719.4266,639.184,2
1523.0992,2099.5916,2464.7197,910.0699,2142.9592,356.24954,-1678.2699,-154.941,2
-1472.6722,-733.95825,1608.3984,1531.0521,2382.2979,109.41838,-1068.5934,1340.2935,2
1077.3043,851.1996,3727.0076,-35.810757,1157.5376,135.41145,-1084.6053,223.17862,2
1412.736,1616.5077,1803.4049,222.8832,2528.5315,1588.455,-1013.48047,-628.85815,2
-140.19681,-2507.184,-90.01595,-1534.1532,460.0687,1342.7523,-882.5588,692.5837,2
-1813.5609,-490.82224,-647.22894,784.9303,-545.17645,-777.00024,710.1253,341.97845,2
1435.2336,2910.3674,1592.6936,2012.8462,-217.9949,1573.693,214.31255,327.02673,2
-2094.7954,-38.14062,-1629.0782,-4.8440194,-418.5136,-1116.3832,-633.6959,-706.61316,2
1195.4548,1816.8207,1229.6649,1453.2559,739.1143,1038.0013,-751.0438,-493.76495,2
134.84148,-2169.7522,-2857.9197,877.40405,121.23133,-279.9563,-266.6495,14.514272,2
-2748.628,41.40585,82.27152,374.52844,-1761.0613,-31.699509,-1955.7704,-150.08571,2
-1201.2953,693.69244,333.7006,254.51775,1532.0664,-1644.412,-2246.528,1142.9634,2
1381.659,3150.2866,309.9069,-270.92505,792.00543,1338.3434,-1229.2428,-973.0318,2
-1494.3754,-2254.1772,121.72991,-617.1437,-340.21582,1258.6622,-830.00494,442.96603,2
4430.4473,-236.18362,1188.9603,-106.78405,-1465.3955,-1733.4769,236.34026,-484.09705,2
1633.0941,755.8959,2255.7896,337.7526,2515.9658,624.04364,-1997.3732,-69.08317,2
2155.4639,1125.3378,2763.5842,2264.4048,1706.2563,942.3849,-1575.0464,693.93427,2
-1148.201,1694.0928,-1608.4955,-2509.913,640.22125,-598.4892,-295.08765,1138.1619,2
2428.6829,222.53365,2720.1306,1822.2404,2120.9895,1369.7528,-1593.8248,-136.64598,2
-539.63434,1962.5193,-1406.276,-721.3561,-58.305202,-1908.2045,927.4836,827.3597,2
3193.1428,-2823.522,2481.0864,-1141.3214,-106.55635,428.2261,993.6252,235.87585,2
-412.3382,-2061.5745,-3655.286,1469.9585,674.5545,-771.6275,-553.3197,-1228.0269,2
2137.1428,1335.0369,2498.029,1783.7283,1440.7109,675.08905,-1677.3529,190.93434,2
-341.917,-2367.9521,-3672.6567,1782.9448,716.76715,-262.76782,-674.39166,-1076.3259,2
-1191.8381,1939.4685,1116.9489,-808.73206,-190.71823,1567.8069,-253.26788,-930.4863,2
383.9679,-248.41652,-4126.504,1072.0004,-671.9869,-1750.8793,-1809.5322,-261.1171,2
1051.9487,1018.1801,-2346.1428,2162.0076,-2041.281,-788.87994,1971.366,2006.4832,2
2684.2861,-273.87088,-700.84375,3747.7388,-316.71033,2476.8477,422.65573,2707.9878,2
1550.2249,-1603.2902,-866.99194,-760.24756,1709.0323,3140.54,894.2278,248.02882,2
-1799.4788,332.73248,-769.87866,-1361.2112,-244.17772,-123.86278,-1246.8092,-436.8893,2
-32.386715,2439.7449,777.9,-1370.9133,-112.96621,1196.7358,1313.2482,-873.7753,2
687.29346,-428.2462,2943.7837,380.98694,1371.9841,1591.1388,-902.29297,62.53663,2
-2710.171,-2011.1646,-1082.6282,1086.6158,104.74733,-1063.0161,707.008,-648.5083,2
-2311.2568,-789.70337,-1998.0189,851.19434,112.34369,-1578.6239,1508.1547,-926.2102,2
131.82059,2861.857,-1350.6077,-1618.9962,657.0469,-1281.9626,802.12573,447.5652,2
1198.0883,1022.11914,3161.5398,99.1853,997.2095,8.213194,-1434.0594,109.93564,2
-621.9206,1835.47,-310.61658,-1265.9801,-1040.9951,-1377.9895,-247.58617,246.84726,2
1202.9304,1757.492,1085.1339,1913.3622,1041.4552,1093.6887,-780.2809,-377.05325,2
-1764.3649,-138.75693,-688.9728,245.68784,-981.9923,-952.2486,502.68707,632.282,2
-2994.5232,-86.61464,671.42474,382.2698,-1740.1565,-358.46722,-1482.0187,-170.87482,2
-1299.7736,-1721.3367,-1339.1302,1477.559,694.3345,898.9677,580.82056,622.7531,2
3805.8728,727.57904,-888.03754,-513.49066,283.584,-89.7933,-664.31934,-862.69214,2
2588.068,565.0849,1304.8171,3038.486,1291.329,1594.3899,-1205.4279,1304.4972,2
-1323.6556,25.749542,69.77421,-1241.3082,504.25238,-687.36285,-322.86313,-418.8676,2
5423.999,-1742.6957,1509.7037,110.239655,-802.19196,-161.29503,-1388.4188,-1464.7522,2
1065.7416,-1573.0824,558.2403,-1559.439,815.1155,-364.2009,1506.1527,273.95984,2
-301.91666,-110.83696,469.97736,-1677.2107,949.8497,1187.8623,1810.3392,-1098.3916,2
553.874,-2942.7988,357.71176,-2032.5111,822.29663,1250.4321,-661.2772,290.77264,2
-2796.6284,932.034,-1346.2179,-300.66718,-504.52466,-1473.0807,433.0967,-135.06374,2
1945.6544,-1562.3512,1022.3535,2668.9937,-2112.526,1835.6465,1861.0096,1999.1449,2
-315.6958,1960.4872,-391.7276,-1349.3246,-1056.834,-1213.1433,-406.42224,271.7635,2
-2675.1553,77.44167,171.87387,131.54271,-1657.1912,54.919155,-1917.4265,5.4179063,2
-2078.5754,1581.7875,1694.7404,-417.82706,-734.0707,1108.8174,-122.70715,-798.0472,2
-1957.2405,964.56274,944.33417,955.77826,1826.3247,-1929.0424,-1601.8782,623.2234,2
-1498.4863,212.67451,759.9099,-826.5776,-332.45413,-1661.4666,915.6002,-767.16815,2
-1185.1729,962.96075,1153.4017,-57.437702,1806.9985,-180.92732,-1839.8778,1303.0854,2
960.9051,826.007,1641.7986,2084.1165,1838.7552,1777.1931,-521.1466,-154.70467,2
-2089.417,-432.7033,-1257.7603,1351.983,-353.52087,-1953.6007,1653.5862,-907.1462,2
1876.8986,81.14249,-1025.2733,-584.4126,1553.7518,243.68494,-2647.4697,-419.23828,2
-2223.4587,1534.5248,1834.6702,-327.63358,-724.40015,1113.1951,-167.30417,-818.35077,2
-924.67145,2055.5686,67.92161,-1652.199,-999.5605,-1347.5562,-19.163332,260.19373,2
-1130.1779,361.805,-1548.4164,-931.4907,-405.03458,-759.4198,727.71204,1193.7992,2
-1513.4849,1880.8892,265.08383,-1497.1393,-846.0775,-1734.9464,442.6995,177.99982,2
31.905209,-1422.7574,1538.588,1904.6182,-26.327879,40.54635,-593.3076,1156.1448,2
-1114.1277,849.4518,1000.8775,377.32828,1634.9238,-470.4321,-1799.1803,1215.8452,2
-2124.1309,697.5834,66.35463,-1025.3195,-2693.285,1523.2745,-1322.8657,-539.65485,3
